,Date,A,AAPL,ABBV,ABNB,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,AON,AOS,APA,APD,APH,APO,APTV,ARE,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BG,BIIB,BK,BKNG,BKR,BLDR,BLK,BMY,BR,BRK-B,BRO,BSX,BX,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS
1335,2023-04-24,136.4661865234375,163.6793212890625,153.55831909179688,116.12000274658205,106.57101440429688,68.94965362548828,270.75396728515625,377.3399963378906,180.4602813720703,75.79086303710938,206.22415161132807,195.83999633789065,85.03881072998047,87.00039672851562,22.259002685546875,63.228492736816406,49.59957885742188,113.23617553710938,203.6910095214844,80.6500015258789,178.91510009765625,363.05999755859375,110.37237548828124,100.39607238769533,111.69876861572266,10.00713348388672,87.56999969482422,135.94268798828125,229.5000915527344,303.93853759765625,192.1764373779297,106.20999908447266,39.13999938964844,322.9700012207031,326.9273376464844,66.59281921386719,35.76153945922852,278.76190185546875,37.80424499511719,61.13715362548828,105.61000061035156,112.99110412597656,110.34273529052734,161.61585998535156,61.47199630737305,173.10801696777344,144.95188903808594,224.5,157.13101196289062,2677.1201171875,205.7700042724609,28.150043487548828,50.865509033203125,42.95344161987305,67.0663070678711,253.64697265625,24.25200653076172,61.38102722167969,89.9205551147461,293.0299987792969,41.19790267944336,2650.709716796875,28.76114654541016,93.72000122070312,641.1495971679688,65.16565704345703,140.0102996826172,326.04998779296875,60.29113006591797,51.34000015258789,83.49151611328125,46.12967300415039,45.315032958984375,34.379783630371094,77.95466613769531,40.78438949584961,216.8993682861328,194.8599090576172,138.26661682128906,71.06999969482422,110.48865509033205,9.279999732971191,212.97999572753903,162.0194549560547,75.96212005615234,71.13831329345703,25.9093017578125,89.81938934326172,93.39474487304688,330.8299865722656,247.28192138671875,100.07772064208984,74.80024719238281,154.81356811523438,35.023536682128906,170.79046630859375,35.93939971923828,223.45950317382807,58.3012809753418
1336,2023-04-25,128.47415161132812,162.13491821289062,154.3257293701172,112.50499725341795,106.15594482421876,69.02571868896484,264.357421875,369.5899963378906,174.84259033203125,71.19462585449219,202.6063537597656,190.2100067138672,85.0762939453125,87.12965393066406,21.991819381713867,62.931861877441406,48.76685333251953,112.63714599609376,203.46514892578125,79.47000122070312,171.81527709960938,351.5199890136719,109.42960357666016,99.23773193359376,108.74922943115234,9.781136512756348,83.80000305175781,134.1658935546875,229.89437866210935,281.6950988769531,190.10333251953125,102.56999969482422,38.39500045776367,312.70001220703125,325.7441711425781,66.254638671875,34.27816390991211,275.5684814453125,36.75849914550781,59.52421569824219,102.31999969482422,109.79401397705078,110.39020538330078,160.22454833984375,60.25910186767578,165.0962677001953,145.82247924804688,220.8500061035156,152.7572784423828,2678.340087890625,202.19000244140625,27.27981185913086,50.34011459350586,42.99128723144531,65.07848358154297,252.591796875,23.578094482421875,61.73823165893555,86.2761459350586,282.4100036621094,39.920169830322266,2616.414306640625,27.90374183654785,92.38999938964844,627.3792724609375,64.88851928710938,136.62347412109375,324.3399963378906,62.21657180786133,51.11000061035156,81.42825317382812,44.59585952758789,44.27066040039063,34.762596130371094,77.83917236328125,41.16373062133789,212.2396697998047,195.4525604248047,137.65304565429688,70.4800033569336,108.49154663085938,8.960000038146973,203.8999938964844,161.20904541015625,75.6082992553711,68.9736328125,26.15390014648437,90.42561340332033,90.8270263671875,323.94000244140625,244.97422790527344,98.172119140625,74.62735748291016,155.62518310546875,34.73175048828125,171.31045532226562,35.599998474121094,222.08018493652344,58.64775848388672
1337,2023-04-26,131.1841583251953,162.12501525878906,151.42453002929688,113.68000030517578,104.97825622558594,68.7404556274414,264.8554382324219,363.05999755859375,174.37930297851562,72.25456237792969,201.78326416015625,189.8999938964844,83.4171371459961,85.16326141357422,21.245553970336918,62.56826400756836,48.63285446166992,112.60816192626952,201.74664306640625,78.69999694824219,176.2307891845703,354.54998779296875,108.62012481689452,104.63034057617188,108.45427703857422,9.690738677978516,85.94000244140625,132.01406860351562,224.1956329345703,284.1234436035156,188.78407287597656,104.9800033569336,38.9900016784668,311.239990234375,322.7665405273437,65.22076416015625,33.41838073730469,271.5195617675781,36.28717041015625,59.282752990722656,102.86000061035156,109.32947540283205,108.09258270263672,159.7296600341797,59.694313049316406,159.57789611816406,142.59837341308594,216.1300048828125,152.3658905029297,2644.830078125,203.02999877929688,26.90144920349121,49.8536491394043,43.5968017578125,65.20614624023438,250.2491455078125,23.515193939208984,61.786502838134766,86.88983917236328,288.0400085449219,39.26249313354492,2569.280029296875,27.398826599121094,90.33999633789062,618.7823486328125,62.8376579284668,135.41390991210938,320.5299987792969,62.02896881103516,51.09999847412109,80.37306213378906,45.376068115234375,43.309452056884766,34.4709358215332,77.36759948730469,39.53936004638672,209.87098693847656,192.72254943847656,136.22802734375,69.94000244140625,106.63645935058594,8.760000228881836,203.6100006103516,161.21881103515625,74.55668640136719,68.20122528076172,26.416614532470703,89.95628356933594,87.64344787597656,320.6300048828125,239.6249542236328,96.51300811767578,73.64768981933594,154.24729919433594,34.374080657958984,168.70140075683594,40.196998596191406,216.72462463378903,57.79562377929688
1338,2023-04-27,131.31227111816406,166.7285919189453,139.32366943359375,115.25,105.70223999023438,70.25238037109375,268.99615478515625,371.4200134277344,171.44497680664062,73.17381286621094,206.88455200195312,190.1100006103516,84.10142517089844,85.68025207519531,21.71542358398437,66.47220611572266,49.90586471557617,115.90282440185548,205.29173278808597,81.72000122070312,180.89913940429688,317.7300109863281,109.7533721923828,108.47526550292967,109.80123901367188,9.871535301208496,87.44000244140625,135.5972137451172,225.64141845703125,293.73956298828125,193.77835083007807,109.81999969482422,39.18999862670898,315.0,328.1893920898437,66.54071807861328,33.692378997802734,276.9370422363281,36.71921920776367,60.54798889160156,101.6500015258789,111.7796630859375,109.12747192382812,165.88314819335938,59.90938186645508,163.77227783203125,142.033935546875,215.5500030517578,155.03707885742188,2660.72998046875,206.0399932861328,27.32710647583008,51.28387451171875,44.27799606323242,67.04808044433594,254.88604736328125,23.919546127319336,63.02223587036133,87.51297760009766,293.7200012207031,39.8217658996582,2610.89501953125,27.475038528442383,92.0999984741211,630.2037353515625,62.45890045166016,138.86842346191406,326.2300109863281,63.23360443115234,52.02999877929688,82.09715270996094,46.8300895690918,43.46656799316406,34.84791564941406,78.99405670166016,40.32722473144531,208.0653381347656,193.36376953125,136.7624053955078,76.13999938964844,109.14836883544922,8.899999618530273,207.8600006103516,164.06005859375,75.43138885498047,66.85665130615234,27.25912094116211,95.13854217529295,94.44646453857422,342.75,241.7105712890625,98.22898864746094,74.84825897216797,156.84262084960938,37.90372848510742,168.22706604003906,40.72520065307617,219.63548278808597,58.52603149414063
1339,2023-04-28,133.46055603027344,167.9858856201172,141.4293670654297,119.66999816894533,106.63861083984376,71.38394927978516,273.72271728515625,377.55999755859375,173.6264190673828,73.23947143554688,210.55978393554688,194.7899932861328,83.39838409423828,85.32019805908203,21.952953338623047,66.83580017089844,50.76729965209961,118.9655990600586,204.31951904296875,81.97000122070312,180.3739776611328,325.29998779296875,110.23904418945312,107.54080200195312,111.1285171508789,9.916735649108888,89.37000274658203,136.1499786376953,225.07814025878903,296.37188720703125,192.60044860839844,105.4499969482422,40.040000915527344,313.9200134277344,321.2106018066406,66.27867126464844,34.81671905517578,279.76934814453125,37.05307769775391,61.22407913208008,102.86000061035156,113.10950469970705,108.36791229248048,168.4229736328125,60.693115234375,168.62376403808594,141.83297729492188,210.7100067138672,157.86483764648438,2663.31005859375,206.77999877929688,27.69601058959961,51.74115753173828,45.11057662963867,67.9508056640625,255.86376953125,24.153169631958008,62.83880233764648,88.37214660644531,304.2300109863281,40.37155532836914,2657.2578125,27.856109619140625,94.7699966430664,638.30615234375,61.682891845703125,140.7069854736328,328.54998779296875,63.579200744628906,52.119998931884766,84.95989990234375,47.3088493347168,43.98047637939453,34.9030876159668,79.01329040527344,40.67739486694336,212.4047088623047,195.8217315673828,138.246826171875,76.66000366210938,109.2548828125,9.210000038146973,209.4499969482422,165.58319091796875,76.07022094726562,68.25843811035156,28.02915573120117,94.96253204345705,95.57398223876952,368.7000122070313,244.5686492919922,100.91202545166016,76.6443099975586,156.30467224121094,38.93909454345703,169.46771240234375,41.35240173339844,223.58316040039065,58.3012809753418
1340,2023-05-01,134.10113525390625,167.89683532714844,143.85330200195312,121.41999816894533,107.25640106201172,72.17320251464844,272.87310791015625,374.1499938964844,176.19390869140625,72.97684478759766,211.6317138671875,196.47000122070312,84.01705932617188,85.53253173828125,21.489028930664062,67.32379913330078,50.81515884399414,118.88832092285156,206.73529052734372,80.54000091552734,172.40853881835938,317.3299865722656,110.33426666259766,107.73548126220705,111.04985809326172,9.998095512390137,89.69000244140625,137.5417938232422,224.28952026367188,293.9046630859375,187.99252319335935,102.0500030517578,40.040000915527344,314.1700134277344,319.48193359375,68.07418060302734,34.86396026611328,281.4991455078125,37.52931213378906,61.54280090332031,102.19000244140624,110.95989990234376,108.7572021484375,169.6368865966797,61.80235290527344,168.81704711914062,140.24484252929688,216.0,155.8883819580078,2679.5400390625,203.8699951171875,27.468992233276367,52.178985595703125,44.82674407958984,67.1574935913086,256.8415222167969,23.47925567626953,63.031883239746094,87.37134552001953,311.1099853515625,39.94498825073242,2661.986328125,27.513145446777344,93.8499984741211,630.4794311523438,63.188697814941406,139.51675415039062,330.1700134277344,65.0010757446289,52.79999923706055,84.40827178955078,46.82122039794922,44.148658752441406,35.14213943481445,79.15766143798828,40.0451545715332,210.91940307617188,196.38522338867188,136.88119506835938,76.4000015258789,108.32290649414062,9.489999771118164,210.6499938964844,166.2959747314453,75.72623443603516,68.61126708984375,26.10860061645508,94.51275634765624,98.9565658569336,366.510009765625,246.1232147216797,99.85965728759766,77.4991226196289,157.72032165527344,39.19323348999024,170.25222778320312,40.78559875488281,223.1455841064453,57.72070693969727
1341,2023-05-02,132.56381225585938,166.85728454589844,141.89732360839844,120.58000183105467,107.63287353515624,72.29681396484375,270.255859375,368.6600036621094,177.27499389648438,70.83817291259766,207.24826049804688,192.4199981689453,83.52962493896484,84.26779174804688,20.969432830810547,65.67801666259766,49.704864501953125,116.73373413085938,206.32286071777344,78.95999908447266,168.64466857910156,306.8399963378906,107.02976989746094,106.6939468383789,110.27315521240234,9.871535301208496,89.91000366210938,143.72100830078125,221.5387115478516,285.7649841308594,184.81692504882807,103.62999725341795,33.744998931884766,308.82000732421875,316.99273681640625,67.72477722167969,32.464111328125,278.1251220703125,36.99906921386719,59.16684722900391,101.2300033569336,108.89225769042967,106.62097930908205,166.44342041015625,59.32134628295898,167.54135131835938,140.38836669921875,220.22000122070312,149.94911193847656,2702.889892578125,203.25,26.636598587036133,50.94334030151367,44.4766845703125,66.74716186523438,255.3604431152344,22.66156768798828,62.37540054321289,86.05899047851562,309.2799987792969,39.44259643554688,2686.67626953125,26.055561065673828,95.1999969482422,619.5336303710938,62.91156005859375,148.30308532714844,325.8599853515625,64.10252380371094,52.900001525878906,80.51836395263672,45.40266418457031,42.98070526123047,35.35362243652344,79.2635269165039,40.67739486694336,208.8613739013672,194.7919006347656,137.2869110107422,75.0999984741211,105.19853973388672,9.449999809265137,208.97000122070312,163.89407348632812,75.47069549560547,70.62336730957031,24.75720596313477,94.86476135253906,98.91864013671876,357.2300109863281,241.7974853515625,98.25743865966795,77.65279388427734,158.28659057617188,38.779090881347656,169.24876403808594,41.079200744628906,216.54388427734372,57.58024978637695
1342,2023-05-03,132.8101806640625,165.77818298339844,139.67929077148438,118.86000061035156,107.88386535644533,71.90695190429688,268.732421875,345.25,176.0491485595703,70.36917114257812,206.71226501464844,193.6999969482422,83.09843444824219,83.88928985595703,20.83025550842285,64.45326232910156,49.14970779418945,127.56462097167967,205.37026977539065,78.45999908447266,168.16812133789062,303.1099853515625,106.1822280883789,106.06124114990234,111.38414764404295,9.048909187316896,81.62000274658203,142.71417236328125,215.28598022460935,280.5489196777344,180.8968811035156,103.6500015258789,33.182498931884766,307.989990234375,316.4296875,67.41419982910156,32.28458786010742,279.3226623535156,36.738861083984375,58.8481330871582,99.83999633789062,110.65930938720705,107.20012664794922,166.02322387695312,59.4046516418457,165.04794311523438,140.14918518066406,220.8800048828125,148.93150329589844,2677.580078125,200.92999267578125,26.352828979492188,50.84605026245117,43.99416732788086,66.36418151855469,255.1861267089844,22.589683532714844,62.09543228149414,85.71908569335938,311.0,38.665313720703125,2617.591552734375,26.16035270690918,107.45999908447266,610.9271240234375,61.562801361083984,150.06422424316406,323.2200012207031,63.88529586791992,52.68999862670898,78.96810913085938,44.56926727294922,42.67236709594727,35.02260971069336,78.57060241699219,39.96733856201172,209.3370513916016,192.14935302734372,136.87127685546875,74.08999633789062,104.61273193359376,9.43000030517578,207.4499969482422,161.07235717773438,75.19552612304688,70.4231185913086,24.104490280151367,95.2656478881836,99.55348205566406,356.8999938964844,237.5296936035156,99.0158920288086,78.04659271240234,165.73281860351562,38.48729705810547,165.41734313964844,41.16239929199219,213.5093536376953,57.299312591552734
1343,2023-05-04,131.93312072753906,164.13473510742188,137.91050720214844,117.62999725341795,107.01507568359376,69.33951568603516,260.2557983398437,335.8299865722656,175.02598571777344,69.61876678466797,204.6353912353516,193.02999877929688,84.1295394897461,84.41549682617188,20.85809135437012,63.93655776977539,47.74270248413086,125.95108795166016,207.03973388671875,77.04000091552734,170.83297729492188,304.1099853515625,108.58203887939452,104.18258666992188,110.55827331542967,9.22970485687256,86.61000061035156,141.07559204101562,217.70822143554688,273.93414306640625,183.18670654296875,104.0,33.834999084472656,302.9599914550781,316.78533935546875,67.15216827392578,30.479978561401367,276.6424560546875,36.61611557006836,56.05687713623047,92.0500030517578,110.71397399902344,111.9947509765625,166.4621124267578,59.11014938354492,162.50621032714844,141.421630859375,219.1000061035156,145.60472106933594,2661.60009765625,197.0500030517578,25.52989196777344,57.656646728515625,42.8493766784668,65.2882080078125,244.3925018310547,22.553741455078125,62.09543228149414,84.35953521728516,313.57000732421875,37.9922981262207,2575.412841796875,25.931713104248047,106.79000091552734,600.7039794921875,61.72908401489258,148.1095428466797,320.0,63.30272674560547,51.93999862670898,76.76160430908203,44.9150390625,41.952911376953125,34.5904655456543,77.79104614257812,40.15786743164063,204.2307891845703,189.90512084960935,135.64418029785156,73.66000366210938,104.38194274902344,9.390000343322754,205.02999877929688,159.9885711669922,77.23977661132812,66.81851959228516,22.84502601623535,95.49053955078124,97.34580993652344,348.7799987792969,235.29920959472656,98.60821533203124,77.59516143798828,161.4198455810547,37.85667037963867,167.78916931152344,40.67020034790039,210.65560913085935,57.85436248779297
1344,2023-05-05,131.36154174804688,171.83706665039062,138.53753662109375,119.9000015258789,107.40120697021484,71.13671875,259.4257202148437,348.3999938964844,177.01437377929688,71.25090026855469,206.2337188720703,194.94000244140625,84.80445861816406,85.03401947021484,21.03438377380371,64.67332458496094,51.48516845703125,126.5114517211914,209.97596740722656,78.55999755859375,174.77191162109375,313.6400146484375,110.21047973632812,105.2143783569336,114.1075439453125,9.41954231262207,89.83999633789062,143.14849853515625,222.064453125,284.1919250488281,185.40118408203125,105.66000366210938,34.494998931884766,301.67999267578125,324.39129638671875,68.3071060180664,31.38701629638672,281.99334716796875,37.1708984375,58.46179962158203,93.41999816894533,112.61764526367188,111.6149673461914,167.84405517578125,61.04380798339844,166.30429077148438,142.00518798828125,219.91000366210935,149.3620147705078,2691.580078125,198.33999633789065,26.210941314697266,57.0145149230957,43.56842041015625,67.08454132080078,245.5541229248047,22.949106216430664,62.433326721191406,85.49250793457031,318.0599975585937,39.02552032470703,2541.51318359375,26.884382247924805,111.25,612.8956909179688,62.94851303100586,147.9257049560547,323.8800048828125,64.60350036621094,51.540000915527344,78.14067077636719,46.041011810302734,43.27969741821289,34.77435302734375,80.07194519042969,41.40853118896485,208.8031311035156,193.2666015625,135.15927124023438,74.55000305175781,105.1807861328125,10.010000228881836,205.2400054931641,162.06826782226562,78.12432098388672,66.40846252441406,24.30674362182617,95.36341857910156,99.01339721679688,350.8500061035156,251.76214599609372,99.77433776855467,77.403076171875,160.06082153320312,38.05433654785156,168.88389587402344,40.56420135498047,215.3452911376953,58.50568008422852
1345,2023-05-08,130.52389526367188,171.76776123046875,137.99473571777344,125.6500015258789,107.05369567871094,72.40141296386719,258.6151428222656,344.0599975585937,178.1051025390625,70.72561645507812,205.07562255859372,191.9900054931641,83.55774688720703,85.06170654296875,20.14364624023437,64.72117614746094,51.44688034057617,127.1974639892578,211.4489898681641,79.3499984741211,180.78245544433597,306.07000732421875,110.5818862915039,104.75688934326172,113.80276489257812,9.455700874328612,95.04000091552734,143.14849853515625,220.271240234375,286.6417236328125,182.06536865234372,105.83000183105467,34.51750183105469,294.3299865722656,328.4709167480469,68.23916625976562,31.25473976135254,280.9288635253906,36.99415588378906,59.717384338378906,93.97000122070312,111.4426498413086,111.8998031616211,168.41368103027344,60.94111251831055,166.07237243652344,141.76295471191406,221.8600006103516,149.74362182617188,2709.5400390625,197.25999450683597,26.1920223236084,56.13886642456055,43.152130126953125,66.07239532470703,243.463134765625,22.787368774414062,62.39471435546875,85.17149353027344,314.3699951171875,39.33833312988281,2610.92431640625,26.779590606689453,113.66999816894533,611.621337890625,63.19794845581055,147.625732421875,326.1400146484375,65.03873443603516,53.119998931884766,77.19908905029297,45.14555358886719,43.317081451416016,34.700801849365234,80.98623657226562,41.62348175048828,208.5119171142578,193.975830078125,135.05043029785156,73.13999938964844,103.29019927978516,10.609999656677246,205.55999755859372,162.20497131347656,77.35771179199219,64.44406127929688,23.68160629272461,94.46385955810548,97.55425262451172,350.5,255.57611083984372,100.49486541748048,77.5567398071289,157.8052520751953,38.20492935180664,169.39471435546875,40.65679931640625,212.83399963378903,57.75996398925781
1346,2023-05-09,125.49806213378906,170.05506896972656,137.41448974609375,127.06999969482422,106.4262237548828,72.84833526611328,257.3065490722656,342.6499938964844,173.3754425048828,70.36917114257812,204.4918212890625,192.72999572753903,83.27652740478516,84.86608123779297,20.663240432739254,64.51065826416016,50.82473373413086,126.15399169921876,212.19534301757807,78.87999725341797,189.8176727294922,302.739990234375,112.77218627929688,104.98076629638672,111.92487335205078,9.320103645324709,95.05999755859376,142.5463409423828,220.09288024902344,286.4465026855469,182.35748291015625,106.62000274658205,34.630001068115234,293.6499938964844,330.8317565917969,67.27832794189453,31.330324172973636,266.06414794921875,36.91560363769531,60.13268661499024,93.37000274658205,110.42250061035156,112.50743865966795,167.44253540039062,59.919071197509766,164.41978454589844,142.15708923339844,226.8800048828125,150.0762939453125,2726.510009765625,201.8800048828125,26.163646697998047,55.48699188232422,40.75846481323242,66.24565124511719,241.67225646972656,22.571712493896484,61.59341812133789,84.31231689453125,314.0,39.37624740600586,2606.41357421875,26.85580444335937,114.6500015258789,604.4223022460938,62.819183349609375,147.61605834960938,324.8699951171875,64.8606948852539,53.09000015258789,77.63658142089844,45.207618713378906,43.46657180786133,34.765159606933594,81.17870330810547,41.79936218261719,207.24989318847656,195.74400329589844,134.64468383789062,73.37999725341797,103.89378356933594,10.649999618530272,204.02999877929688,163.7964324951172,77.59358215332031,64.64431762695312,23.948204040527344,93.80875396728516,96.25617980957033,339.0,253.74156188964844,100.03980255126952,77.45109558105469,158.6735076904297,37.29193115234375,168.427734375,40.6531982421875,210.26559448242188,57.75996398925781
1347,2023-05-10,126.19774627685548,171.8271484375,137.03076171875,113.19000244140624,106.85098266601562,73.42838287353516,262.5898132324219,344.0199890136719,175.1225128173828,70.01272583007812,205.78390502929688,196.32000732421875,84.17642211914062,85.44367218017578,21.00654602050781,63.84086608886719,50.3557243347168,124.8399887084961,213.41305541992188,85.54000091552734,189.1757659912109,305.260009765625,112.05794525146484,105.42852783203124,113.4684829711914,9.392422676086426,97.0199966430664,142.81285095214844,219.79244995117188,283.87957763671875,185.03363037109372,110.19000244140624,35.310001373291016,295.8099975585937,329.6859130859375,67.18128204345703,30.990184783935547,267.0240783691406,37.04816436767578,61.46553802490234,94.91000366210938,111.37889099121094,113.27648162841795,168.21755981445312,60.67083358764648,166.71987915039062,143.9451141357422,192.72999572753903,145.47752380371094,2733.64990234375,200.83999633789065,25.84203720092773,55.09781265258789,41.47751998901367,65.85356140136719,243.0275115966797,22.463886260986328,62.00855255126953,84.58612060546875,313.260009765625,38.88333511352539,2617.304443359375,26.570003509521484,116.45999908447266,598.345458984375,63.27184295654297,149.8416748046875,322.989990234375,64.8804702758789,53.220001220703125,78.54011535644531,44.87070846557617,43.326416015625,33.79052734375,81.9775161743164,42.09248352050781,206.9392242431641,194.7627716064453,137.00982666015625,73.80999755859375,105.58020782470705,10.489999771118164,204.19000244140625,164.67518615722656,78.08991241455078,64.64431762695312,23.35065078735352,94.07276153564452,95.3750228881836,339.94000244140625,254.3788146972656,99.07276916503906,77.89289855957031,159.051025390625,37.517822265625,169.04808044433594,41.0968017578125,205.043212890625,58.39240646362305
1348,2023-05-11,125.8035659790039,172.01528930664062,137.1898651123047,111.1999969482422,106.23316955566406,73.51396179199219,265.8905639648437,341.5799865722656,174.31173706054688,70.25662231445312,200.8070068359375,193.1000061035156,83.27652740478516,84.47483825683594,20.44055938720703,63.79304122924805,50.547157287597656,124.9462661743164,212.9122009277344,85.91999816894531,193.07579040527344,296.0799865722656,112.6864776611328,105.97364044189452,113.5176239013672,9.36530303955078,97.0999984741211,141.9047393798828,218.083740234375,283.6063537597656,184.4022979736328,112.18000030517578,34.752498626708984,296.010009765625,331.1280517578125,66.38543701171875,31.25473976135254,262.8421325683594,36.88124084472656,61.54280090332031,94.29000091552734,109.67559814453124,112.12767028808594,168.41368103027344,60.80645751953125,166.52658081054688,143.63748168945312,204.6000061035156,144.8024139404297,2715.199951171875,201.83999633789065,25.90825080871582,55.54536819458008,41.04230499267578,65.30644226074219,243.3663330078125,22.03257942199707,61.99889373779297,84.94490051269531,310.5599975585937,38.56103897094727,2627.849365234375,26.06509017944336,117.2699966430664,610.5562133789062,63.81689834594727,149.69651794433594,322.6400146484375,64.94971466064453,53.38999938964844,79.20587158203125,43.82452392578125,43.00873565673828,33.5606575012207,81.65028381347656,41.84821319580078,203.8910217285156,195.65658569335935,137.5936737060547,73.63999938964844,103.57423400878906,10.239999771118164,201.4600067138672,163.54258728027344,78.03764343261719,64.06262969970703,22.799060821533203,94.2389678955078,94.08641815185548,341.7099914550781,251.04763793945312,98.55134582519533,78.40194702148438,159.73052978515625,37.99785232543945,167.37867736816406,41.16999816894531,206.3749542236328,58.09978485107422
1349,2023-05-12,125.63603973388672,171.08335876464844,137.71395874023438,105.2750015258789,106.65790557861328,73.12409973144531,270.6953430175781,335.45001220703125,174.29241943359375,70.70687103271484,203.6112823486328,194.4499969482422,82.22667694091797,85.38778686523438,20.514787673950195,63.2572021484375,50.240867614746094,125.19744873046876,214.68966674804688,85.31999969482422,190.420654296875,293.7099914550781,112.61981201171876,105.82762145996094,114.13703918457033,9.311062812805176,95.26000213623048,143.54331970214844,218.70339965820312,286.29034423828125,188.7369537353516,110.26000213623048,34.657501220703125,297.489990234375,332.06646728515625,65.25959014892578,31.160255432128903,264.22027587890625,36.87141036987305,60.374141693115234,92.69000244140624,108.81029510498048,113.12456512451172,168.24557495117188,61.14358901977539,167.33839416503906,143.97396850585938,201.5,144.74366760253906,2729.06005859375,200.6999969482422,25.624481201171875,54.67945098876953,40.18133544921875,65.40675354003906,244.4408721923828,22.00562286376953,62.04716110229492,85.25646209716797,309.6000061035156,38.05865097045898,2602.367919921875,26.350887298583984,115.83999633789062,613.4852905273438,62.874610900878906,149.5707244873047,322.489990234375,64.96949768066406,53.34000015258789,78.8064193725586,42.92905807495117,42.4668083190918,33.79052734375,81.58291625976562,41.428070068359375,203.41534423828125,194.5684509277344,137.33639526367188,73.0999984741211,103.57423400878906,9.829999923706056,201.16000366210935,166.21786499023438,78.75765228271484,63.82278823852539,22.799060821533203,94.97734832763672,94.02957153320312,338.0899963378906,247.7357482910156,98.1910629272461,78.73810577392578,159.61727905273438,37.84725189208984,168.71963500976562,40.91260147094727,206.6603240966797,58.26026153564453
1350,2023-05-15,126.12875366210938,170.58766174316406,137.1898651123047,105.77999877929688,106.03045654296876,71.4124755859375,271.0078430175781,345.6700134277344,177.96029663085938,71.3447036743164,205.1905059814453,196.91000366210935,79.73324584960938,83.92520141601562,20.403444290161133,63.23805618286133,50.28872680664063,126.24093627929688,213.91387939453125,85.91999816894531,198.16238403320312,297.2799987792969,112.30555725097656,106.47005462646484,119.07259368896484,9.36530303955078,97.4000015258789,144.4514617919922,219.2479248046875,291.6973876953125,184.18556213378903,111.1999969482422,34.494998931884766,298.9599914550781,330.3575744628906,66.19131469726562,31.122459411621094,265.4463195800781,37.18563461303711,61.02124786376953,92.93000030517578,110.0399398803711,111.64346313476562,166.8262939453125,61.9815673828125,167.47369384765625,141.84947204589844,203.47000122070312,146.76910400390625,2706.530029296875,202.7700042724609,26.154186248779297,55.0394401550293,40.51247787475586,66.2912368774414,243.0565643310547,22.023591995239254,62.03751373291016,86.8520736694336,311.8699951171875,38.58000183105469,2617.452880859375,26.570003509521484,118.16000366210938,613.1524047851562,62.97623443603516,149.44493103027344,323.5299987792969,65.15744018554688,53.68000030517578,79.0632095336914,43.54081344604492,43.02742385864258,33.59743881225586,82.11222839355469,41.82866668701172,205.11419677734372,194.354736328125,137.57388305664062,74.16000366210938,101.09782409667967,10.3100004196167,202.30999755859372,167.3602294921875,79.17190551757812,64.55187225341797,23.690797805786133,94.25172424316406,94.76861572265624,343.239990234375,249.1164703369141,98.60821533203124,77.87370300292969,157.6542510986328,37.83784103393555,168.19056701660156,40.94240188598633,208.0872344970703,57.33518981933594
1351,2023-05-16,124.4534912109375,170.58766174316406,134.1014862060547,105.41000366210938,105.59606170654295,70.86095428466797,272.64849853515625,345.1099853515625,176.4352264404297,69.02348327636719,203.22845458984372,193.25,78.28968048095703,82.06205749511719,19.34569549560547,62.746952056884766,50.06857681274414,125.09117889404295,213.10861206054688,86.87000274658203,200.0296936035156,292.29998779296875,111.2389678955078,103.66668701171876,118.8857879638672,9.23874568939209,101.4800033569336,142.69442749023438,213.94346618652344,287.3542175292969,180.0205078125,113.4000015258789,34.03499984741211,299.1499938964844,326.9002990722656,65.23048400878906,29.884742736816406,261.92974853515625,36.69957733154297,59.92020034790039,90.9000015258789,107.0250244140625,110.1243667602539,163.67015075683594,62.14044570922852,162.5448760986328,139.10015869140625,201.2100067138672,145.21334838867188,2673.4599609375,200.8699951171875,25.8798770904541,54.24161911010742,40.69223403930664,64.50402069091797,242.36924743652344,21.583301544189453,60.83073806762695,84.1329345703125,307.6099853515625,37.60365295410156,2617.700439453125,26.141300201416016,119.1999969482422,602.7676391601562,61.91384506225586,147.5870361328125,323.75,64.9991683959961,53.77000045776367,76.46676635742188,41.72328186035156,42.30796051025391,33.505489349365234,82.5741958618164,41.18379974365234,201.14373779296875,193.91751098632807,136.5941925048828,73.56999969482422,98.9231948852539,10.359999656677246,202.4600067138672,166.0128173828125,77.9192886352539,62.28790283203125,23.028888702392575,93.81047058105467,92.82624053955078,335.3399963378906,246.6832733154297,96.5319595336914,77.5759506225586,159.50401306152344,37.404876708984375,165.654541015625,41.00439834594727,202.26551818847656,56.03254699707031
